Match_ID,Shooter_Name,Penalty_Number,Goal,Elimination,is_left,Position_ID
1019970,Georgios Mitsibonas,2,0,0,0,2
1019970,Robert Lei-Ravello,3,1,0,0,3
1019970,Paul Bannon,4,0,0,0,4
1019970,Michel Decastel,5,1,0,0,3
1019970,Sakis Tsiolis,6,0,1,0,4
1020182,Ronald Koeman,1,1,0,0,2
1020182,Elzo,2,1,0,0,3
1020182,Wim Kieft,3,1,0,0,4
1020182,Dito,4,1,0,0,2
1020182,Ivan Nielsen,5,1,0,0,2
1020182,Redouane Hajry,6,1,0,0,3
1020182,Gerald Vanenburg,7,1,0,0,4
1020182,Pacheco,8,1,0,0,4
1020182,Sören Lerby,9,1,0,0,3
1020182,Carlos Mozer,10,1,0,0,2
1020182,Anton Janssen,11,1,0,1,3
1020182,Veloso,12,0,1,0,2
1020336,Hugo Sánchez,1,0,0,0,4
1020336,Sergio Brio,2,0,0,0,2
1020336,Emilio Butragueño,3,1,0,0,4
1020336,Beniamino Vignola,4,1,0,1,3
1020336,Jorge Valdano,5,1,0,0,4
1020336,Lionello Manfredonia,6,0,0,0,3
1020336,Juanito,7,1,0,0,4
1020336,Luciano Favero,8,0,1,0,2
1020440,Mihail Majearu,1,0,0,0,3
1020440,José Ramón Alexanko,2,0,0,0,2
1020440,Ladislau Bölöni,3,0,0,1,3
1020440,Ángel Pedraza,4,0,0,0,2
1020440,Marius Lăcătuş,5,1,0,0,4
1020440,Pichi Alonso,6,0,0,0,4
1020440,Gavril Balint,7,1,0,0,4
1020440,Marcos Alonso,8,0,1,0,3
1020438,Stefan Pettersson,1,1,0,0,4
1020438,José Ramón Alexanko,2,1,0,0,2
1020438,Thomas Wernersson,3,1,0,0,1
1020438,Ángel Pedraza,4,1,0,0,2
1020438,Peter Larsson,5,1,0,0,2
1020438,Lobo Carrasco,6,0,0,0,4
1020438,Stig Fredriksson,7,1,0,0,2
1020438,Ramón Calderé,8,1,0,0,3
1020438,Roland Nilsson,9,0,0,0,2
1020438,Javier Urruti,10,1,0,0,1
1020438,Per Edmund Mordt,11,0,0,0,2
1020438,Víctor Muñoz,12,1,1,0,3
1020520,Patrick Battiston,1,1,0,0,2
1020520,Gennadiy Lytovchenko,2,0,0,0,3
1020520,Alain Giresse,3,1,0,0,3
1020520,Oleksandr Lysenko,4,1,0,0,2
1020520,Bernard Lacombe,5,1,0,0,4
1020520,Viktor Kuznetsov,6,1,0,0,3
1020520,Léonard Specht,7,1,0,0,2
1020520,Sergiy Puchkov,8,1,0,0,2
1020520,Fernando Chalana,9,1,1,0,3
1020467,Ian Porteous,1,1,0,0,4
1020467,Rainer Ernst,2,1,0,0,3
1020467,Tommy McQueen,3,1,0,0,2
1020467,Frank Rohde,4,1,0,0,2
1020467,John Hewitt,5,1,0,0,4
1020467,Bernd Schulz,6,0,0,0,4
1020467,Billy Stark,7,1,0,0,4
1020467,Rainer Troppa,8,1,0,0,2
1020467,Willie Miller,9,0,0,0,2
1020467,Frank Terletzki,10,1,0,0,3
1020467,Eric Black,11,0,0,0,4
1020467,Norbert Trieloff,12,1,1,0,3
1020761,Steve Nicol,1,0,0,0,2
1020761,Agostino Di Bartolomei,2,1,0,0,3
1020761,Phil Neal,3,1,0,0,2
1020761,Bruno Conti,4,0,0,1,4
1020761,Graeme Souness,5,1,0,0,3
1020761,Ubaldo Righetti,6,1,0,0,2
1020761,Ian Rush,7,1,0,0,4
1020761,Francesco Graziani,8,0,0,0,4
1020761,Alan Kennedy,9,1,1,1,2
1020636,Bosko Djordjevic,1,0,0,0,4
1020636,Hans-Jürgen Dörner,2,0,0,0,2
1020636,Nikica Klincarski,3,1,0,0,4
1020636,Gerd Weber,4,1,0,0,4
1020636,Slobodan Pavković,5,1,0,0,4
1020636,Hartmut Schade,6,0,0,0,4
1020636,Aleksandar Trifunovic,7,0,0,0,4
1020636,Peter Kotte,8,1,0,0,4
1020636,Xhevat Prekazi,9,1,0,0,4
1020636,Dieter Riedel,10,1,0,0,4
1020636,Nenad Stojkovic,11,1,0,0,2
1020636,Rainer Sachse,12,1,0,0,4
1020636,Ilija Zavisic,13,0,0,0,4
1020636,Udo Schmuck,14,1,1,0,4
1090481,Claudio Gentile,1,0,0,0,2
1090481,Ruud Geels,2,0,0,0,4
1090481,Romeo Benetti,3,1,0,0,3
1090481,Pim van Dord,4,0,0,0,4
1090481,Antonio Cabrini,5,1,0,0,2
1090481,Tscheu La Ling,6,0,0,0,4
1090481,Franco Causio,7,1,1,0,4
1090459,Minervino Pietra,1,1,0,0,2
1090459,Vladimir Yurin,2,0,0,0,3
1090459,José Luis,3,1,0,0,4
1090459,Vadim Nikonov,4,0,0,0,3
1090459,Fernando Chalana,5,1,0,0,3
1090459,Aleksey Belenkov,6,1,0,0,4
1090459,Manuel Bento,7,1,1,0,1
1150378,Joachim Streich,1,0,0,0,4
1150378,Bo Larsson,2,0,0,0,4
1150378,Martin Hoffmann,3,0,0,0,4
1150378,Staffan Tapper,4,0,0,0,3
1150378,Wolfgang Steinbach,5,1,0,1,3
1150378,Anders Ljungberg,6,1,0,1,4
1150378,Klaus Decker,7,0,0,0,2
1150378,Roy Andersson,8,1,0,0,2
1150378,Manfred Zapf,9,0,1,0,4
1165016,András Tóth,1,1,0,0,4
1165016,Jozef Adamec,2,1,0,0,4
1165016,József Horváth,3,1,0,0,4
1165016,Anton Hrusecky,4,1,0,0,4
1165016,Ferenc Bene,5,1,0,0,4
1165016,Marián Ševčík,6,1,0,0,4
1165016,Sándor Zámbó,7,1,0,0,4
1165016,Dusan Keketi,8,0,0,0,1
1164970,Hans-Josef Kapellmann,1,1,0,0,3
1164970,Conny Torstensson,2,1,0,0,3
1164970,Bernd Gersdorff,3,0,0,0,3
1164970,Reine Almqvist,4,1,0,0,4
1164970,Gerd Müller,5,1,0,0,4
1164970,Benno Magnusson,6,1,0,0,4
1164970,Uli Hoeneß,7,1,0,0,4
1164970,Kent Karlsson,8,0,0,0,2
1164970,Franz Beckenbauer,9,1,0,0,2
1164970,Leif Franzen,10,0,1,0,4
1068400,Dixie Deans,1,0,0,0,4
1068400,Sandro Mazzola,2,1,0,0,4
1068400,Jim Craig,3,1,0,0,2
1068400,Giacinto Facchetti,4,1,0,0,2
1068400,Jimmy Johnstone,5,1,0,0,4
1068400,Mario Frustalupi,6,1,0,0,3
1068400,Pat McCluskey,7,1,0,0,4
1068400,Sergio Pellizzaro,8,1,0,0,4
1068400,Bobby Murdoch,9,1,0,0,3
1068400,Jair,10,1,1,0,4
1068323,Joe Royle,1,0,0,0,4
1068323,Klaus-Dieter Sieloff,2,1,0,0,2
1068323,Alan Ball,3,1,0,0,3
1068323,Herbert Laumen,4,0,0,0,4
1068323,Johnny Morrissey,5,1,0,0,4
1068323,Jupp Heynckes,6,1,0,0,4
1068323,Howard Kendall,7,1,0,0,3
1068323,Horst Köppel,8,1,0,0,4
1068323,Sandy Brown,9,1,0,0,2
1068323,Ludwig Müller,10,0,1,0,2
